variable name,variable explanation,cycle name,variable documentation link,cycle documentation link,cycle dataset link
URDDCBLC,"2,4-dichlorophenol comment",2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/EPHPP_H.htm#URDDCBLC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/EPHPP_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/EPHPP_H.xpt
URXUCR,Urinary creatinine,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/EPHPP_H.htm#URXUCR,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/EPHPP_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/EPHPP_H.xpt
OHX28TC,Tooth Count:  #28,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX28TC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX27TC,Tooth Count:  #27,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX27TC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX26TC,Tooth Count:  #26,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX26TC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX25TC,Tooth Count:  #25,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX25TC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX24TC,Tooth Count:  #24,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX24TC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX23TC,Tooth Count:  #23,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX23TC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX22TC,Tooth Count:  #22,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX22TC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
URX14D,"2,5-dichlorophenol (ug/L)",2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/EPHPP_H.htm#URX14D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/EPHPP_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/EPHPP_H.xpt
OHX26LAL,LOA: Mnd R(LI) MdL calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX26LAL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX26CTC,Coronal Caries: Tooth Count #26,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX26CTC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX28CTC,Coronal Caries: Tooth Count #28,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX28CTC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX12PCM,LOA: Max L(1B) MdF FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12PCM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12PCD,LOA: Max L(1B) DF FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12PCD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12CJA,LOA: Max L(1B) ML FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12CJA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12CJL,LOA: Max L(1B) MdL FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12CJL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12CJP,LOA: Max L(1B) DL FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12CJP,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12CJS,LOA: Max L(1B) MF FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12CJS,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12CJM,LOA: Max L(1B) MdF FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12CJM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12CJD,LOA: Max L(1B) DF FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12CJD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11LAA,LOA: Max L(C) ML calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11LAA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11LAL,LOA: Max L(C) MdL calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11LAL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11LAP,LOA: Max L(C) DL calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11LAP,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11LAS,LOA: Max L(C) MF calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11LAS,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11LAM,LOA: Max L(C) MdF calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11LAM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11LAD,LOA: Max L(C) DF calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11LAD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11PCA,LOA: Max L(C) ML FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11PCA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11PCL,LOA: Max L(C) MdL FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11PCL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX31SE,Dental Sealants:  #31,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX31SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX30SE,Dental Sealants:  #30,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX30SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX29SE,Dental Sealants:  #29,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX29SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX28SE,Dental Sealants:  #28,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX28SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX21SE,Dental Sealants:  #21,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX21SE,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX11PCP,LOA: Max L(C) DL FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11PCP,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11PCS,LOA: Max L(C) MF FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11PCS,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12PCS,LOA: Max L(1B) MF FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12PCS,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12PCP,LOA: Max L(1B) DL FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12PCP,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12PCL,LOA: Max L(1B) MdL FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12PCL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
SEQN,Respondent sequence number,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/RXQASA_H.htm#SEQN,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/RXQASA_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/RXQASA_H.xpt
OHX27CJD,LOA: Mnd R(C) DF FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX27CJD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX27CJM,LOA: Mnd R(C) MdF FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX27CJM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX13LAM,LOA: Max L(2B) MdF calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13LAM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX13LAD,LOA: Max L(2B) DF calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13LAD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX13PCA,LOA: Max L(2B) ML FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13PCA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX13PCL,LOA: Max L(2B) MdL FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13PCL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX13PCP,LOA: Max L(2B) DL FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13PCP,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX13PCS,LOA: Max L(2B) MF FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13PCS,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX13PCM,LOA: Max L(2B) MdF FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13PCM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX13PCD,LOA: Max L(2B) DF FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13PCD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX13CJA,LOA: Max L(2B) ML FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13CJA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11PCM,LOA: Max L(C) MdF FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11PCM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX13CJL,LOA: Max L(2B) MdL FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13CJL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX13CJS,LOA: Max L(2B) MF FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13CJS,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX13CJM,LOA: Max L(2B) MdF FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13CJM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX13CJD,LOA: Max L(2B) DF FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13CJD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12LAA,LOA: Max L(1B) ML calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12LAA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12LAL,LOA: Max L(1B) MdL calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12LAL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12LAP,LOA: Max L(1B) DL calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12LAP,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12LAS,LOA: Max L(1B) MF calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12LAS,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12LAM,LOA: Max L(1B) MdF calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12LAM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12LAD,LOA: Max L(1B) DF calculated AL(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12LAD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX12PCA,LOA: Max L(1B) ML FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX12PCA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
RXQ510,Dr told to take daily low-dose aspirin?,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/RXQASA_H.htm#RXQ510,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/RXQASA_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/RXQASA_H.xpt
OHX13CJP,LOA: Max L(2B) DL FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX13CJP,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11PCD,LOA: Max L(C) DF FGM-sulcus(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11PCD,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11CJA,LOA: Max L(C) ML FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11CJA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX11CJL,LOA: Max L(C) MdL FGM-CEJ(mm),2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm#OHX11CJL,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXPER_H.xpt
OHX24CSC,Coronal Caries:  Surface condition #24,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX24CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
OHX23CSC,Coronal Caries:  Surface condition #23,2013-2014,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm#OHX23CSC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/OHXDEN_H.xpt
