var1,var2,transform1,transform2,correlation,abs_correlation,n_samples
BPXSY1,SLD012,log,original,0.024829523378268405,0.024829523378268405,4504
BPXSY1,SLD012,inverse,original,-0.024827140647418873,0.024827140647418873,4504
BPXSY1,DPQ_TOTAL,sqrt,original,-0.024669634412873672,0.024669634412873672,4512
BPXSY1,SLD012,square,square,0.02462128952864017,0.02462128952864017,4504
DPQ_TOTAL,LBXVIDMS,sqrt,original,-0.024608136838328198,0.024608136838328198,4517
PAQ_MINS,LBXGLU,square,original,-0.02447320403212143,0.02447320403212143,4512
PAQ_MINS,LBXGLU,original,inverse,0.02445506497559547,0.02445506497559547,4512
LBXTC,SLD012,square,sqrt,-0.02444752883407548,0.02444752883407548,4501
DPQ_TOTAL,ALQ120Q,sqrt,inverse,-0.02438094718268766,0.02438094718268766,4518
RIDAGEYR,SLD012,square,inverse,-0.024296955744813085,0.024296955744813085,4525
DPQ_TOTAL,ALQ120Q,original,inverse,-0.02428883312350156,0.02428883312350156,4518
LBXGLU,ALQ120Q,square,sqrt,0.02427414862640359,0.02427414862640359,4497
BPXSY1,SLD012,original,square,0.024179188774930523,0.024179188774930523,4504
LBXTC,SLD012,square,inverse,0.024091072096873334,0.024091072096873334,4501
LBXTC,DPQ_TOTAL,log,square,0.02405994696710934,0.02405994696710934,4497
BPXSY1,SLD012,sqrt,square,0.023991787605526355,0.023991787605526355,4504
PAQ_MINS,LBXVIDMS,original,square,0.023984460158716293,0.023984460158716293,4511
BPXSY1,DPQ_TOTAL,original,original,-0.023962646318141562,0.023962646318141562,4512
BPXSY1,SLD012,log,square,0.02382834172507923,0.02382834172507923,4504
DPQ_TOTAL,LBXVIDMS,log,log,-0.023763436998749717,0.023763436998749717,4517
RIDAGEYR,SLD012,inverse,log,-0.02364384445242006,0.02364384445242006,4525
DPQ_TOTAL,ALQ120Q,original,square,0.023614926911136033,0.023614926911136033,4518
DPQ_TOTAL,ALQ120Q,inverse,square,-0.023604786218927042,0.023604786218927042,4518
LBXTC,SLD012,square,original,-0.023577084130914888,0.023577084130914888,4501
BPXSY1,SLD012,inverse,square,-0.023576177317383998,0.023576177317383998,4504
BMXBMI,ALQ120Q,sqrt,inverse,-0.023487215573622457,0.023487215573622457,4518
PAQ_MINS,LBXVIDMS,sqrt,log,0.023208704509643654,0.023208704509643654,4511
PAQ_MINS,LBXGLU,inverse,original,0.0231795349757749,0.0231795349757749,4512
PAQ_MINS,LBXGLU,inverse,sqrt,0.02315375823128373,0.02315375823128373,4512
PAQ_MINS,LBXGLU,inverse,square,0.023110004688453298,0.023110004688453298,4512
PAQ_MINS,LBXGLU,inverse,log,0.023091509509638054,0.023091509509638054,4512
BMXBMI,PAQ_MINS,inverse,sqrt,0.023034030128035045,0.023034030128035045,4531
BMXBMI,PAQ_MINS,inverse,original,0.023018364278333807,0.023018364278333807,4531
LBXGLU,ALQ120Q,original,sqrt,0.022929661242267398,0.022929661242267398,4497
PAQ_MINS,LBXGLU,inverse,inverse,-0.022866623512811202,0.022866623512811202,4512
PAQ_MINS,LBXGLU,original,log,-0.022772717374305373,0.022772717374305373,4512
DPQ_TOTAL,LBXVIDMS,sqrt,sqrt,-0.022746072937991517,0.022746072937991517,4517
RIDAGEYR,DPQ_TOTAL,square,square,-0.02270934876322853,0.02270934876322853,4530
PAQ_MINS,LBXGLU,sqrt,inverse,0.022604247713251733,0.022604247713251733,4512
PAQ_MINS,ALQ120Q,square,square,-0.02254583790509743,0.02254583790509743,4510
BPXSY1,DPQ_TOTAL,square,original,-0.022511329721419313,0.022511329721419313,4512
RIDAGEYR,SLD012,log,log,0.02250119500987791,0.02250119500987791,4525
BMXBMI,PAQ_MINS,log,square,-0.02228251980409807,0.02228251980409807,4531
PAQ_MINS,LBXGLU,square,square,-0.022233746665937488,0.022233746665937488,4512
BMXBMI,PAQ_MINS,inverse,square,0.022127693693966763,0.022127693693966763,4531
LBXGLU,ALQ120Q,sqrt,sqrt,0.02206137678418355,0.02206137678418355,4497
RIDAGEYR,SLD012,sqrt,log,0.02199857858611199,0.02199857858611199,4525
BMXBMI,PAQ_MINS,inverse,log,0.021960119823668196,0.021960119823668196,4531
BMXBMI,PAQ_MINS,sqrt,square,-0.021922784924926258,0.021922784924926258,4531
PAQ_MINS,LBXGLU,original,sqrt,-0.021801802474221716,0.021801802474221716,4512
PAQ_MINS,ALQ120Q,square,original,-0.02157030791173932,0.02157030791173932,4510
RIDAGEYR,SLD012,original,log,0.021544154117130933,0.021544154117130933,4525
BMXBMI,PAQ_MINS,log,original,-0.021521896284815975,0.021521896284815975,4531
PAQ_MINS,LBXGLU,log,inverse,0.021486378472434814,0.021486378472434814,4512
PAQ_MINS,LBXVIDMS,sqrt,sqrt,0.02148231317756047,0.02148231317756047,4511
BMXBMI,ALQ120Q,original,inverse,-0.021457773711977865,0.021457773711977865,4518
RIDAGEYR,SLD012,inverse,sqrt,-0.021425152493571627,0.021425152493571627,4525
LBXTC,SLD012,original,log,-0.02134465791181279,0.02134465791181279,4501
BMXBMI,PAQ_MINS,original,square,-0.021343722530447872,0.021343722530447872,4531
BPXSY1,DPQ_TOTAL,inverse,sqrt,0.021128258645907796,0.021128258645907796,4512
PAQ_MINS,LBXGLU,sqrt,log,-0.021106975796029357,0.021106975796029357,4512
LBXGLU,ALQ120Q,log,sqrt,0.021070009731306228,0.021070009731306228,4497
LBXTC,SLD012,original,sqrt,-0.020972959712955735,0.020972959712955735,4501
DPQ_TOTAL,LBXVIDMS,original,square,-0.020846772648557693,0.020846772648557693,4517
BMXBMI,PAQ_MINS,log,sqrt,-0.020790685695593197,0.020790685695593197,4531
PAQ_MINS,LBXGLU,original,original,-0.0207505759880495,0.0207505759880495,4512
LBXTC,SLD012,square,square,-0.020724485299490007,0.020724485299490007,4501
RIDAGEYR,SLD012,square,log,0.020721932168646102,0.020721932168646102,4525
DPQ_TOTAL,PAQ_MINS,inverse,inverse,-0.02068987190843868,0.02068987190843868,4528
DPQ_TOTAL,LBXVIDMS,sqrt,log,-0.020607731217667388,0.020607731217667388,4517
LBXTC,SLD012,original,inverse,0.020566005482441998,0.020566005482441998,4501
RIDAGEYR,SLD012,log,sqrt,0.020480046669709363,0.020480046669709363,4525
BMXBMI,PAQ_MINS,sqrt,original,-0.020476276145147514,0.020476276145147514,4531
DPQ_TOTAL,ALQ120Q,square,inverse,-0.020445950573389927,0.020445950573389927,4518
PAQ_MINS,LBXGLU,log,log,-0.02038042454943647,0.02038042454943647,4512
DPQ_TOTAL,LBXVIDMS,original,original,-0.020329508494302206,0.020329508494302206,4517
PAQ_MINS,LBXGLU,sqrt,sqrt,-0.0202462040483724,0.0202462040483724,4512
LBXTC,SLD012,original,original,-0.020159875093621174,0.020159875093621174,4501
RIDAGEYR,SLD012,sqrt,sqrt,0.02011420647422825,0.02011420647422825,4525
BPXSY1,DPQ_TOTAL,log,sqrt,-0.020046387412179255,0.020046387412179255,4512
PAQ_MINS,LBXVIDMS,log,inverse,-0.02002139629546758,0.02002139629546758,4511
LBXTC,DPQ_TOTAL,inverse,square,-0.019923349559844226,0.019923349559844226,4497
DPQ_TOTAL,ALQ120Q,log,square,0.01984232812433924,0.01984232812433924,4518
RIDAGEYR,SLD012,original,sqrt,0.0198129022715415,0.0198129022715415,4525
PAQ_MINS,LBXVIDMS,sqrt,original,0.019787731675577885,0.019787731675577885,4511
PAQ_MINS,LBXGLU,log,sqrt,-0.019735831396311024,0.019735831396311024,4512
BMXBMI,PAQ_MINS,square,square,-0.019699590863537165,0.019699590863537165,4531
RIDAGEYR,SLD012,inverse,original,-0.0195270955468796,0.0195270955468796,4525
BMXBMI,PAQ_MINS,sqrt,sqrt,-0.01952515166264244,0.01952515166264244,4531
BMXBMI,PAQ_MINS,log,log,-0.019502097696021535,0.019502097696021535,4531
PAQ_MINS,ALQ120Q,log,sqrt,-0.01948141157791402,0.01948141157791402,4510
BPXSY1,DPQ_TOTAL,sqrt,sqrt,-0.01946700592356893,0.01946700592356893,4512
SLD012,ALQ120Q,square,log,-0.01937694151276681,0.01937694151276681,4518
DPQ_TOTAL,LBXVIDMS,original,sqrt,-0.01936652606748932,0.01936652606748932,4517
SLD012,ALQ120Q,original,log,-0.019322990478901764,0.019322990478901764,4518
PAQ_MINS,LBXGLU,sqrt,original,-0.019318344319534317,0.019318344319534317,4512
RIDAGEYR,SLD012,square,sqrt,0.019312881145260048,0.019312881145260048,4525
BMXBMI,PAQ_MINS,original,original,-0.01930220902490722,0.01930220902490722,4531
DPQ_TOTAL,LBXVIDMS,log,inverse,0.019299701713098888,0.019299701713098888,4517
LBXTC,SLD012,sqrt,log,-0.019256715422694047,0.019256715422694047,4501
SLD012,ALQ120Q,square,sqrt,-0.019186601576836698,0.019186601576836698,4518
RIDAGEYR,PAQ_MINS,inverse,sqrt,-0.01909248116004866,0.01909248116004866,4523
PAQ_MINS,LBXGLU,log,original,-0.019037880266382326,0.019037880266382326,4512
SLD012,ALQ120Q,sqrt,log,-0.01891631843628234,0.01891631843628234,4518
LBXTC,SLD012,sqrt,sqrt,-0.018913238897808205,0.018913238897808205,4501
DPQ_TOTAL,ALQ120Q,inverse,log,-0.018869780483789383,0.018869780483789383,4518
RIDAGEYR,PAQ_MINS,inverse,log,-0.018869055571678388,0.018869055571678388,4523
BPXSY1,DPQ_TOTAL,original,sqrt,-0.018865945921855115,0.018865945921855115,4512
RIDAGEYR,SLD012,log,original,0.018789666268143372,0.018789666268143372,4525
LBXGLU,ALQ120Q,inverse,sqrt,-0.01874090198019295,0.01874090198019295,4497
RIDAGEYR,SLD012,sqrt,original,0.018555084408677643,0.018555084408677643,4525
SLD012,ALQ120Q,original,original,-0.01850732280249364,0.01850732280249364,4518
LBXTC,SLD012,sqrt,inverse,0.018472436864318213,0.018472436864318213,4501
SLD012,ALQ120Q,sqrt,original,-0.018435243634983715,0.018435243634983715,4518
PAQ_MINS,LBXGLU,original,square,-0.018427538725726146,0.018427538725726146,4512
RIDAGEYR,SLD012,original,original,0.01839549491560095,0.01839549491560095,4525
SLD012,ALQ120Q,original,sqrt,-0.018301927828706988,0.018301927828706988,4518
BMXBMI,PAQ_MINS,sqrt,log,-0.018270869236347808,0.018270869236347808,4531
DPQ_TOTAL,ALQ120Q,sqrt,square,0.018253661136190983,0.018253661136190983,4518
BMXBMI,PAQ_MINS,original,sqrt,-0.018218786244454176,0.018218786244454176,4531
SLD012,ALQ120Q,log,log,-0.018207803017489935,0.018207803017489935,4518
RIDAGEYR,SLD012,square,original,0.01818415119769916,0.01818415119769916,4525
LBXTC,SLD012,sqrt,original,-0.018139837161795534,0.018139837161795534,4501
SLD012,ALQ120Q,log,original,-0.018139473734254,0.018139473734254,4518
RIDAGEYR,DPQ_TOTAL,sqrt,original,-0.018118805604176523,0.018118805604176523,4530
DPQ_TOTAL,LBXVIDMS,original,log,-0.018103983239607987,0.018103983239607987,4517
SLD012,ALQ120Q,square,original,-0.01810115804677247,0.01810115804677247,4518
RIDAGEYR,DPQ_TOTAL,original,original,-0.018076866951403613,0.018076866951403613,4530
RIDAGEYR,DPQ_TOTAL,log,original,-0.01783878733714542,0.01783878733714542,4530
SLD012,ALQ120Q,sqrt,sqrt,-0.017626754382615947,0.017626754382615947,4518
BPXSY1,DPQ_TOTAL,square,sqrt,-0.017610976965633456,0.017610976965633456,4512
LBXVIDMS,ALQ120Q,square,inverse,0.017592308808179608,0.017592308808179608,4500
PAQ_MINS,LBXGLU,log,square,-0.017506941228756557,0.017506941228756557,4512
BPXSY1,PAQ_MINS,inverse,sqrt,-0.017477343624034573,0.017477343624034573,4506
LBXTC,SLD012,original,square,-0.01744871396297186,0.01744871396297186,4501
BMXBMI,ALQ120Q,square,inverse,-0.017393056700126246,0.017393056700126246,4518
PAQ_MINS,LBXGLU,sqrt,square,-0.017286439672652764,0.017286439672652764,4512
BMXBMI,DPQ_TOTAL,inverse,square,-0.017244839296202217,0.017244839296202217,4538
PAQ_MINS,ALQ120Q,sqrt,sqrt,-0.017202436551161875,0.017202436551161875,4510
LBXGLU,ALQ120Q,square,log,0.0171537486191246,0.0171537486191246,4497
RIDAGEYR,DPQ_TOTAL,square,original,-0.01712140623001803,0.01712140623001803,4530
BMXBMI,PAQ_MINS,original,log,-0.01707428738292815,0.01707428738292815,4531
BPXSY1,PAQ_MINS,inverse,log,-0.017063601366195783,0.017063601366195783,4506
LBXTC,SLD012,log,log,-0.016953381854623428,0.016953381854623428,4501
LBXTC,DPQ_TOTAL,square,inverse,-0.01688711196803349,0.01688711196803349,4497
SLD012,ALQ120Q,log,sqrt,-0.01679162078992612,0.01679162078992612,4518
SLD012,ALQ120Q,inverse,original,0.016784611336786107,0.016784611336786107,4518
RIDAGEYR,SLD012,square,square,0.016726560416584577,0.016726560416584577,4525
BMXBMI,PAQ_MINS,square,original,-0.016720392370717898,0.016720392370717898,4531
RIDAGEYR,SLD012,inverse,square,-0.016683129405341737,0.016683129405341737,4525
LBXTC,SLD012,log,sqrt,-0.01664387639576563,0.01664387639576563,4501
DPQ_TOTAL,LBXVIDMS,sqrt,inverse,0.01656803357082501,0.01656803357082501,4517
BPXSY1,PAQ_MINS,log,sqrt,0.016550454612525488,0.016550454612525488,4506
PAQ_MINS,LBXVIDMS,sqrt,square,0.016499461210724913,0.016499461210724913,4511
BPXSY1,PAQ_MINS,log,log,0.0164657172744384,0.0164657172744384,4506
RIDAGEYR,SLD012,original,square,0.016463337012170634,0.016463337012170634,4525
LBXVIDMS,ALQ120Q,original,inverse,0.01645965049088302,0.01645965049088302,4500
RIDAGEYR,DPQ_TOTAL,inverse,original,0.016418976235629684,0.016418976235629684,4530
RIDAGEYR,SLD012,sqrt,square,0.016377445654013306,0.016377445654013306,4525
RIDAGEYR,SLD012,log,square,0.016372135488537793,0.016372135488537793,4525
SLD012,LBXGLU,square,inverse,0.01620845421530605,0.01620845421530605,4520
BPXSY1,PAQ_MINS,sqrt,log,0.016188532550659104,0.016188532550659104,4506
LBXTC,SLD012,log,inverse,0.01616140173615885,0.01616140173615885,4501
BPXSY1,PAQ_MINS,sqrt,sqrt,0.016102211053941346,0.016102211053941346,4506
BPXSY1,PAQ_MINS,original,log,0.01592768272528907,0.01592768272528907,4506
LBXTC,SLD012,log,original,-0.0159183508257879,0.0159183508257879,4501
PAQ_MINS,LBXVIDMS,log,log,0.015906405087478245,0.015906405087478245,4511
SLD012,ALQ120Q,inverse,log,0.01579249434946607,0.01579249434946607,4518
DPQ_TOTAL,ALQ120Q,square,original,0.01577087247814021,0.01577087247814021,4518
LBXTC,DPQ_TOTAL,original,inverse,-0.015685404892152907,0.015685404892152907,4497
BPXSY1,PAQ_MINS,original,sqrt,0.015667041003311864,0.015667041003311864,4506
BMXBMI,PAQ_MINS,square,sqrt,-0.015589436009053584,0.015589436009053584,4531
DPQ_TOTAL,ALQ120Q,inverse,original,-0.015553318004426952,0.015553318004426952,4518
LBXTC,SLD012,sqrt,square,-0.015529190268869213,0.015529190268869213,4501
DPQ_TOTAL,LBXVIDMS,original,inverse,0.015521515680727405,0.015521515680727405,4517
BPXSY1,PAQ_MINS,square,log,0.015459695833623171,0.015459695833623171,4506
LBXVIDMS,ALQ120Q,sqrt,inverse,0.015449804483667921,0.015449804483667921,4500
RIDAGEYR,PAQ_MINS,log,log,0.015442529637528214,0.015442529637528214,4523
SLD012,LBXGLU,original,inverse,0.015440285407848699,0.015440285407848699,4520
SLD012,ALQ120Q,inverse,square,0.01533496568231217,0.01533496568231217,4518
RIDAGEYR,DPQ_TOTAL,inverse,inverse,0.015261655210680724,0.015261655210680724,4530
BPXSY1,DPQ_TOTAL,square,inverse,-0.015224908872655317,0.015224908872655317,4512
RIDAGEYR,PAQ_MINS,log,sqrt,0.015145510495310502,0.015145510495310502,4523
BPXSY1,PAQ_MINS,inverse,original,-0.015083354035004451,0.015083354035004451,4506
LBXGLU,ALQ120Q,square,original,0.01503338144795234,0.01503338144795234,4497
LBXTC,DPQ_TOTAL,sqrt,inverse,-0.015008722520495526,0.015008722520495526,4497
LBXGLU,ALQ120Q,original,log,0.014987625390776695,0.014987625390776695,4497
DPQ_TOTAL,LBXVIDMS,inverse,square,0.014911872615950996,0.014911872615950996,4517
SLD012,ALQ120Q,log,square,-0.014848143172243682,0.014848143172243682,4518
BPXSY1,PAQ_MINS,square,sqrt,0.014843934979392794,0.014843934979392794,4506
BMXBMI,PAQ_MINS,square,log,-0.01483846127762441,0.01483846127762441,4531
SLD012,LBXGLU,sqrt,inverse,0.014831757824573251,0.014831757824573251,4520
BPXSY1,DPQ_TOTAL,original,inverse,-0.014750443607982557,0.014750443607982557,4512
SLD012,ALQ120Q,inverse,sqrt,0.014658900429389499,0.014658900429389499,4518
DPQ_TOTAL,ALQ120Q,original,original,0.01464346427434422,0.01464346427434422,4518
SLD012,LBXGLU,square,log,-0.0146268800674378,0.0146268800674378,4520
BPXSY1,DPQ_TOTAL,sqrt,inverse,-0.014523157787852632,0.014523157787852632,4512
DPQ_TOTAL,ALQ120Q,original,log,0.01442384346087444,0.01442384346087444,4518
DPQ_TOTAL,ALQ120Q,square,log,0.014347173248407223,0.014347173248407223,4518
BPXSY1,DPQ_TOTAL,log,inverse,-0.014305294879840799,0.014305294879840799,4512
LBXGLU,ALQ120Q,inverse,inverse,-0.014300563716446184,0.014300563716446184,4497
LBXTC,DPQ_TOTAL,log,inverse,-0.01428451028846451,0.01428451028846451,4497
LBXVIDMS,ALQ120Q,log,inverse,0.014253652364694442,0.014253652364694442,4500
SLD012,ALQ120Q,sqrt,square,-0.014241130889350192,0.014241130889350192,4518
RIDAGEYR,DPQ_TOTAL,log,inverse,-0.01411977570568865,0.01411977570568865,4530
SLD012,LBXGLU,log,inverse,0.014059306803275988,0.014059306803275988,4520
RIDAGEYR,PAQ_MINS,inverse,original,-0.014039827214888213,0.014039827214888213,4523
BPXSY1,PAQ_MINS,log,original,0.013993519843250786,0.013993519843250786,4506
LBXTC,PAQ_MINS,original,inverse,0.013929552557076603,0.013929552557076603,4494
PAQ_MINS,LBXVIDMS,log,sqrt,0.013920010286324523,0.013920010286324523,4511
BPXSY1,DPQ_TOTAL,inverse,inverse,0.013905751492719878,0.013905751492719878,4512
LBXTC,PAQ_MINS,sqrt,inverse,0.013889096465027444,0.013889096465027444,4494
SLD012,LBXGLU,square,sqrt,-0.013812809086011109,0.013812809086011109,4520
LBXTC,PAQ_MINS,square,inverse,0.01380913795186435,0.01380913795186435,4494
PAQ_MINS,ALQ120Q,original,sqrt,-0.01379881233000568,0.01379881233000568,4510
LBXTC,PAQ_MINS,log,inverse,0.01378299414597476,0.01378299414597476,4494
LBXGLU,ALQ120Q,sqrt,log,0.013744019274265998,0.013744019274265998,4497
RIDAGEYR,DPQ_TOTAL,sqrt,inverse,-0.01359982217191106,0.01359982217191106,4530
RIDAGEYR,PAQ_MINS,sqrt,log,0.013473263014018012,0.013473263014018012,4523
BPXSY1,PAQ_MINS,sqrt,original,0.013457098928758624,0.013457098928758624,4506
SLD012,ALQ120Q,original,square,-0.013453685919539353,0.013453685919539353,4518
SLD012,LBXGLU,original,log,-0.013452974525668538,0.013452974525668538,4520
LBXTC,SLD012,log,square,-0.01342991379158199,0.01342991379158199,4501
BMXBMI,DPQ_TOTAL,inverse,original,-0.01341111972388594,0.01341111972388594,4538
LBXTC,PAQ_MINS,inverse,inverse,-0.0133843381526612,0.0133843381526612,4494
DPQ_TOTAL,LBXVIDMS,inverse,original,0.013340809520403084,0.013340809520403084,4517
BMXBMI,DPQ_TOTAL,log,square,0.01316441962691028,0.01316441962691028,4538
RIDAGEYR,DPQ_TOTAL,original,inverse,-0.01314655445196122,0.01314655445196122,4530
LBXGLU,ALQ120Q,original,original,0.013080464338840782,0.013080464338840782,4497
SLD012,LBXGLU,square,original,-0.01298899180200663,0.01298899180200663,4520
BPXSY1,PAQ_MINS,original,original,0.012929870963254595,0.012929870963254595,4506
RIDAGEYR,PAQ_MINS,sqrt,sqrt,0.01281564911811427,0.01281564911811427,4523
DPQ_TOTAL,LBXVIDMS,inverse,sqrt,0.012812353721816504,0.012812353721816504,4517
PAQ_MINS,LBXVIDMS,inverse,inverse,0.012759214963665746,0.012759214963665746,4511
LBXTC,DPQ_TOTAL,inverse,inverse,0.012703131426680015,0.012703131426680015,4497
SLD012,LBXGLU,sqrt,log,-0.0126518485414981,0.0126518485414981,4520
DPQ_TOTAL,LBXVIDMS,inverse,inverse,-0.012628387498190164,0.012628387498190164,4517
DPQ_TOTAL,LBXVIDMS,inverse,log,0.012516637970430516,0.012516637970430516,4517
PAQ_MINS,ALQ120Q,inverse,inverse,-0.01249270801487209,0.01249270801487209,4510
RIDAGEYR,DPQ_TOTAL,square,inverse,-0.012471235365146008,0.012471235365146008,4530
SLD012,LBXGLU,original,sqrt,-0.01242955114275195,0.01242955114275195,4520
DPQ_TOTAL,LBXGLU,sqrt,inverse,-0.01240746134844967,0.01240746134844967,4512
LBXGLU,ALQ120Q,log,log,0.012398658048205126,0.012398658048205126,4497
LBXGLU,ALQ120Q,log,inverse,0.01226287998568525,0.01226287998568525,4497
PAQ_MINS,ALQ120Q,square,sqrt,-0.012141714102012164,0.012141714102012164,4510
DPQ_TOTAL,LBXGLU,square,inverse,-0.012114480129782198,0.012114480129782198,4512
PAQ_MINS,LBXVIDMS,log,original,0.012058297138508993,0.012058297138508993,4511
SLD012,LBXGLU,inverse,inverse,-0.012024203481103581,0.012024203481103581,4520
LBXGLU,ALQ120Q,sqrt,original,0.011927201064812312,0.011927201064812312,4497
BPXSY1,PAQ_MINS,square,original,0.01191286713294503,0.01191286713294503,4506
LBXVIDMS,ALQ120Q,inverse,inverse,-0.01182387162191066,0.01182387162191066,4500
LBXTC,SLD012,inverse,log,0.011732232553994556,0.011732232553994556,4501
DPQ_TOTAL,LBXGLU,original,inverse,-0.011721700110630999,0.011721700110630999,4512
SLD012,LBXGLU,log,log,-0.011702142476390115,0.011702142476390115,4520
RIDAGEYR,DPQ_TOTAL,original,sqrt,-0.011581140840152245,0.011581140840152245,4530
RIDAGEYR,DPQ_TOTAL,square,sqrt,-0.011557667767884255,0.011557667767884255,4530
SLD012,LBXGLU,sqrt,sqrt,-0.011529324134255827,0.011529324134255827,4520
SLD012,ALQ120Q,square,square,-0.011523907929358876,0.011523907929358876,4518
LBXTC,SLD012,inverse,sqrt,0.01150935893618976,0.01150935893618976,4501
RIDAGEYR,PAQ_MINS,original,log,0.011436531815243215,0.011436531815243215,4523
SLD012,LBXGLU,original,original,-0.011393560936124194,0.011393560936124194,4520
SLD012,LBXGLU,square,square,-0.01133165565895213,0.01133165565895213,4520
DPQ_TOTAL,ALQ120Q,log,log,0.01132477259021609,0.01132477259021609,4518
LBXGLU,ALQ120Q,sqrt,inverse,0.01123138028130779,0.01123138028130779,4497
BPXSY1,DPQ_TOTAL,inverse,log,0.011181008377277257,0.011181008377277257,4512
BMXBMI,DPQ_TOTAL,sqrt,square,0.011142077092958544,0.011142077092958544,4538
DPQ_TOTAL,LBXVIDMS,square,log,-0.011102059975953666,0.011102059975953666,4517
RIDAGEYR,DPQ_TOTAL,sqrt,sqrt,-0.011095332022479108,0.011095332022479108,4530
DPQ_TOTAL,LBXVIDMS,square,sqrt,-0.011036053462316165,0.011036053462316165,4517
DPQ_TOTAL,LBXVIDMS,square,inverse,0.010922402135230193,0.010922402135230193,4517
LBXTC,SLD012,inverse,inverse,-0.010916331647763308,0.010916331647763308,4501
LBXTC,SLD012,inverse,original,0.010905799093374849,0.010905799093374849,4501
DPQ_TOTAL,LBXVIDMS,square,original,-0.010703571756138947,0.010703571756138947,4517
DPQ_TOTAL,ALQ120Q,sqrt,log,0.010668159713904298,0.010668159713904298,4518
LBXGLU,ALQ120Q,log,original,0.010661366274894285,0.010661366274894285,4497
SLD012,LBXGLU,log,sqrt,-0.010488636171048756,0.010488636171048756,4520
DPQ_TOTAL,LBXGLU,log,inverse,-0.010488534512036025,0.010488534512036025,4512
BPXSY1,DPQ_TOTAL,log,log,-0.010432026062328178,0.010432026062328178,4512
SLD012,LBXGLU,sqrt,original,-0.010393080170779579,0.010393080170779579,4520
RIDAGEYR,PAQ_MINS,original,sqrt,0.010370107980696623,0.010370107980696623,4523
DPQ_TOTAL,ALQ120Q,log,original,0.01033888840976857,0.01033888840976857,4518
RIDAGEYR,DPQ_TOTAL,log,sqrt,-0.010276609075669138,0.010276609075669138,4530
RIDAGEYR,PAQ_MINS,log,original,0.01022919477445742,0.01022919477445742,4523
LBXGLU,ALQ120Q,original,inverse,0.010189979570829365,0.010189979570829365,4497
RIDAGEYR,PAQ_MINS,square,square,-0.010182035641337931,0.010182035641337931,4523
SLD012,LBXVIDMS,square,inverse,-0.010019151392172186,0.010019151392172186,4511
BPXSY1,DPQ_TOTAL,sqrt,log,-0.010012999985556506,0.010012999985556506,4512
DPQ_TOTAL,ALQ120Q,sqrt,original,0.01000433212464485,0.01000433212464485,4518
DPQ_TOTAL,LBXGLU,sqrt,log,0.009907825545187647,0.009907825545187647,4512
BMXBMI,DPQ_TOTAL,log,original,0.009855754045903335,0.009855754045903335,4538
BPXSY1,DPQ_TOTAL,original,log,-0.009567908015784355,0.009567908015784355,4512
DPQ_TOTAL,LBXGLU,square,log,0.00944431714465123,0.00944431714465123,4512
LBXGLU,ALQ120Q,inverse,log,-0.009420593478076517,0.009420593478076517,4497
LBXVIDMS,ALQ120Q,inverse,sqrt,-0.009406197592501959,0.009406197592501959,4500
SLD012,LBXGLU,inverse,log,0.009389118632259205,0.009389118632259205,4520
SLD012,LBXGLU,original,square,-0.009308120499075844,0.009308120499075844,4520
SLD012,LBXGLU,log,original,-0.00926050174642084,0.00926050174642084,4520
BMXBMI,DPQ_TOTAL,original,square,0.009164104879135741,0.009164104879135741,4538
BMXBMI,SLD012,square,inverse,-0.00913179136095211,0.00913179136095211,4535
DPQ_TOTAL,LBXVIDMS,square,square,-0.009010819272739914,0.009010819272739914,4517
DPQ_TOTAL,LBXGLU,inverse,inverse,-0.008986944408191122,0.008986944408191122,4512
SLD012,LBXVIDMS,original,inverse,-0.00891556752179874,0.00891556752179874,4511
DPQ_TOTAL,LBXGLU,original,log,0.008870103868347594,0.008870103868347594,4512
DPQ_TOTAL,LBXGLU,inverse,log,0.008842210171615274,0.008842210171615274,4512
BMXBMI,DPQ_TOTAL,inverse,sqrt,-0.008837422624728013,0.008837422624728013,4538
PAQ_MINS,LBXVIDMS,log,square,0.008753006273319921,0.008753006273319921,4511
LBXTC,SLD012,inverse,square,0.008730602991143439,0.008730602991143439,4501
DPQ_TOTAL,LBXGLU,inverse,sqrt,0.008724571507641025,0.008724571507641025,4512
BPXSY1,PAQ_MINS,inverse,square,-0.008668838599437272,0.008668838599437272,4506
BPXSY1,DPQ_TOTAL,square,log,-0.008611103642089623,0.008611103642089623,4512
DPQ_TOTAL,LBXGLU,inverse,original,0.008578425425091926,0.008578425425091926,4512
DPQ_TOTAL,LBXGLU,sqrt,sqrt,0.00855143710102914,0.00855143710102914,4512
LBXVIDMS,ALQ120Q,log,sqrt,0.008493252174034365,0.008493252174034365,4500
SLD012,LBXVIDMS,sqrt,inverse,-0.008315782641607768,0.008315782641607768,4511
DPQ_TOTAL,LBXGLU,log,log,0.00830855577904743,0.00830855577904743,4512
DPQ_TOTAL,LBXGLU,inverse,square,0.008206214893757856,0.008206214893757856,4512
SLD012,LBXGLU,sqrt,square,-0.008105860458766486,0.008105860458766486,4520
LBXGLU,ALQ120Q,square,inverse,0.008068568264108822,0.008068568264108822,4497
BMXBMI,DPQ_TOTAL,sqrt,original,0.008047403168963692,0.008047403168963692,4538
SLD012,LBXGLU,inverse,sqrt,0.008033691790908197,0.008033691790908197,4520
